acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z
0.168701171875, 0.307769775390625, 0.0186767578125, 0.0091552734375, -0.0618896484375, -0.057220458984375
0.174346923828125, 0.30841064453125, 0.02667236328125, 0.01556396484375, -0.071136474609375, -0.069244384765625
0.19189453125, 0.296539306640625, 0.06390380859375, 0.018280029296875, -0.06610107421875, -0.0784912109375
0.1971435546875, 0.2933349609375, 0.075439453125, 0.02032470703125, -0.06585693359375, -0.0826416015625
0.1827392578125, 0.275970458984375, 0.079986572265625, 0.02899169921875, -0.069244384765625, -0.09246826171875
0.18524169921875, 0.24066162109375, 0.105010986328125, 0.03546142578125, -0.049591064453125, -0.09228515625
0.18701171875, 0.160736083984375, 0.109222412109375, 0.0496826171875, -0.0382080078125, -0.094268798828125
0.171356201171875, 0.187469482421875, 0.1480712890625, 0.0458984375, -0.035186767578125, -0.091583251953125
0.188079833984375, 0.155242919921875, 0.146697998046875, 0.054534912109375, -0.028167724609375, -0.089569091796875
0.186065673828125, 0.142333984375, 0.16998291015625, 0.05682373046875, -0.02899169921875, -0.087890625
0.18634033203125, 0.128265380859375, 0.17498779296875, 0.06024169921875, -0.027435302734375, -0.08807373046875
0.18353271484375, 0.11199951171875, 0.183319091796875, 0.065765380859375, -0.026214599609375, -0.0885009765625
0.188690185546875, 0.082489013671875, 0.21429443359375, 0.068939208984375, -0.01495361328125, -0.080780029296875
0.192657470703125, 0.07379150390625, 0.219635009765625, 0.07135009765625, -0.01226806640625, -0.081268310546875
0.1759033203125, 0.048187255859375, 0.221221923828125, 0.07720947265625, -0.01373291015625, -0.083740234375
0.176971435546875, 0.004638671875, 0.24542236328125, 0.083343505859375, -0.001007080078125, -0.074249267578125
0.11083984375, -0.056060791015625, 0.19146728515625, 0.09490966796875, 0.004241943359375, -0.063262939453125
0.105499267578125, -0.07196044921875, 0.187835693359375, 0.091766357421875, 0.008544921875, -0.058197021484375
0.092987060546875, -0.0926513671875, 0.157470703125, 0.087493896484375, 0.0123291015625, -0.05169677734375
0.074798583984375, -0.09869384765625, 0.136322021484375, 0.086700439453125, 0.01483154296875, -0.04498291015625

0.1107177734375, 0.065338134765625, 0.131927490234375, -0.130889892578125, 0.053741455078125, 0.1522216796875
0.183746337890625, 0.09063720703125, 0.203704833984375, -0.085693359375, 0.026611328125, 0.146026611328125
0.1865234375, 0.09844970703125, 0.17413330078125, -0.07196044921875, 0.029571533203125, 0.146514892578125
0.193572998046875, 0.13629150390625, 0.108123779296875, -0.06103515625, 0.05401611328125, 0.15643310546875
0.3897705078125, 0.236602783203125, 0.166839599609375, -0.05902099609375, 0.074249267578125, 0.158599853515625
0.418914794921875, 0.240509033203125, 0.1658935546875, -0.037445068359375, 0.048248291015625, 0.13983154296875
0.362152099609375, 0.21160888671875, 0.096343994140625, 0.007568359375, -0.0257568359375, 0.093109130859375
0.192352294921875, 0.18511962890625, 0.01324462890625, -0.01715087890625, 0.028656005859375, 0.1129150390625
0.210052490234375, 0.2144775390625, 0.01214599609375, -0.025848388671875, 0.058013916015625, 0.111236572265625
0.30084228515625, 0.27642822265625, 0.01507568359375, -0.0294189453125, 0.083251953125, 0.12115478515625
0.248077392578125, 0.2462158203125, -0.01129150390625, 0.00213623046875, 0.031951904296875, 0.067413330078125
0.19573974609375, 0.220306396484375, -0.01251220703125, 0.007537841796875, 0.007415771484375, 0.063568115234375
0.15728759765625, 0.2154541015625, 0.001312255859375, 0.00506591796875, 0.008148193359375, 0.065643310546875
0.172454833984375, 0.238616943359375, 0.000335693359375, 0.00823974609375, 0.030670166015625, 0.07476806640625
0.179107666015625, 0.256927490234375, -0.013916015625, 0.015106201171875, 0.032196044921875, 0.072021484375
0.156524658203125, 0.26214599609375, -0.023468017578125, 0.01751708984375, 0.02587890625, 0.065948486328125
0.128143310546875, 0.26385498046875, -0.018768310546875, 0.01605224609375, 0.028289794921875, 0.071197509765625
0.12530517578125, 0.27642822265625, -0.026885986328125, 0.017242431640625, 0.032867431640625, 0.07220458984375
0.118408203125, 0.2886962890625, -0.041473388671875, 0.020416259765625, 0.032501220703125, 0.07049560546875
0.123016357421875, 0.30078125, -0.056488037109375, 0.020263671875, 0.027374267578125, 0.059478759765625

0.179412841796875, 0.33099365234375, -0.040863037109375, 0.004608154296875, -0.069091796875, -0.064300537109375
0.1767578125, 0.336456298828125, -0.031158447265625, 0.010284423828125, -0.07452392578125, -0.0712890625
0.193603515625, 0.341094970703125, -0.000732421875, 0.015167236328125, -0.07952880859375, -0.085296630859375
0.206085205078125, 0.33453369140625, 0.005859375, 0.019287109375, -0.07769775390625, -0.09515380859375
0.20648193359375, 0.32733154296875, 0.00921630859375, 0.020355224609375, -0.07794189453125, -0.100860595703125
0.20458984375, 0.317901611328125, 0.028564453125, 0.022796630859375, -0.084991455078125, -0.1121826171875
0.192626953125, 0.28289794921875, 0.0556640625, 0.04315185546875, -0.091644287109375, -0.127532958984375
0.19500732421875, 0.22149658203125, 0.08746337890625, 0.04962158203125, -0.08026123046875, -0.12567138671875
0.1800537109375, 0.18695068359375, 0.105712890625, 0.05108642578125, -0.05938720703125, -0.11602783203125
0.174041748046875, 0.140045166015625, 0.15032958984375, 0.051666259765625, -0.04412841796875, -0.106658935546875
0.153717041015625, 0.088775634765625, 0.181732177734375, 0.063018798828125, -0.039093017578125, -0.09649658203125
0.14569091796875, 0.0330810546875, 0.181915283203125, 0.069091796875, -0.0128173828125, -0.074615478515625
0.135101318359375, 0.023651123046875, 0.184539794921875, 0.0689697265625, -0.014373779296875, -0.072509765625
0.127838134765625, 0.00128173828125, 0.19256591796875, 0.06646728515625, -0.00762939453125, -0.06134033203125
0.139892578125, -0.01953125, 0.180908203125, 0.06719970703125, 0.009857177734375, -0.04693603515625
0.137603759765625, -0.0216064453125, 0.1722412109375, 0.068328857421875, 0.008880615234375, -0.04766845703125
0.131195068359375, -0.0345458984375, 0.159515380859375, 0.06927490234375, 0.00537109375, -0.048431396484375
0.125274658203125, -0.062347412109375, 0.163818359375, 0.06292724609375, 0.010650634765625, -0.039825439453125
0.123321533203125, -0.06988525390625, 0.16326904296875, 0.06182861328125, 0.01214599609375, -0.037109375
0.123138427734375, -0.075653076171875, 0.150604248046875, 0.062713623046875, 0.016143798828125, -0.0322265625

0.25250244140625, 0.191925048828125, 0.126373291015625, -0.046173095703125, 0.05224609375, 0.127532958984375
0.27764892578125, 0.21197509765625, 0.132904052734375, -0.04302978515625, 0.055450439453125, 0.12066650390625
0.25933837890625, 0.21551513671875, 0.109771728515625, -0.029937744140625, 0.053619384765625, 0.105743408203125
0.17901611328125, 0.230194091796875, 0.016357421875, -0.0113525390625, 0.074798583984375, 0.120269775390625
0.2249755859375, 0.328887939453125, -0.029022216796875, 0.014739990234375, 0.034088134765625, 0.082366943359375
0.215728759765625, 0.325592041015625, -0.034271240234375, 0.01318359375, 0.0377197265625, 0.081939697265625
0.220458984375, 0.32025146484375, -0.028564453125, 0.007781982421875, 0.045166015625, 0.083587646484375
0.20196533203125, 0.300445556640625, -0.02777099609375, 0.010711669921875, 0.03228759765625, 0.075103759765625
0.16595458984375, 0.2967529296875, -0.02081298828125, 0.01043701171875, 0.0361328125, 0.0714111328125
0.126678466796875, 0.3035888671875, -0.05694580078125, 0.016143798828125, 0.03497314453125, 0.068084716796875
0.1309814453125, 0.30987548828125, -0.063446044921875, 0.016326904296875, 0.034881591796875, 0.067474365234375
0.128936767578125, 0.309783935546875, -0.08984375, 0.01654052734375, 0.023590087890625, 0.054412841796875
0.107696533203125, 0.29351806640625, -0.073333740234375, 0.007110595703125, 0.013641357421875, 0.039642333984375
0.106353759765625, 0.291748046875, -0.07012939453125, 0.005645751953125, 0.013763427734375, 0.0367431640625
0.097320556640625, 0.29150390625, -0.067840576171875, 0.006072998046875, 0.0093994140625, 0.029632568359375
0.084564208984375, 0.287689208984375, -0.078155517578125, 0.005950927734375, -0.00079345703125, 0.016876220703125
0.0814208984375, 0.28314208984375, -0.076019287109375, 0.004486083984375, -0.00244140625, 0.01434326171875
0.07830810546875, 0.277740478515625, -0.06671142578125, 0.00128173828125, -0.004364013671875, 0.010009765625
0.07122802734375, 0.271392822265625, -0.047943115234375, -0.0010986328125, 0.00054931640625, 0.007049560546875
0.084442138671875, 0.281951904296875, -0.0634765625, 0.0008544921875, -0.010009765625, -0.00531005859375

0.192840576171875, 0.231781005859375, 0.107025146484375, 0.052642822265625, -0.080291748046875, -0.12322998046875
0.176849365234375, 0.17193603515625, 0.13104248046875, 0.057647705078125, -0.0484619140625, -0.111541748046875
0.177520751953125, 0.15478515625, 0.13897705078125, 0.057342529296875, -0.039306640625, -0.10748291015625
0.191375732421875, 0.13372802734375, 0.151611328125, 0.058258056640625, -0.0311279296875, -0.103057861328125
0.171630859375, 0.086700439453125, 0.174835205078125, 0.060699462890625, -0.02142333984375, -0.093017578125
0.16876220703125, 0.07708740234375, 0.17694091796875, 0.061279296875, -0.014892578125, -0.080078125
0.180908203125, 0.054412841796875, 0.178955078125, 0.063385009765625, -0.001495361328125, -0.07586669921875
0.156951904296875, 0.022552490234375, 0.174346923828125, 0.064605712890625, -0.001129150390625, -0.074859619140625
0.141204833984375, 0.009368896484375, 0.169097900390625, 0.06591796875, -0.0009765625, -0.072784423828125
0.134307861328125, -0.005401611328125, 0.16937255859375, 0.064666748046875, 0.003143310546875, -0.061981201171875
